1.00000e+14, 5.82238e+10
1.27762e+14, 6.05173e+10
1.62555e+14, 6.66539e+10
2.06823e+14, 7.48447e+10
2.64242e+14, 8.08571e+10
3.36202e+14, 9.62103e+10
4.29539e+14, 1.12289e+11
5.46514e+14, 1.28547e+11
6.98238e+14, 1.58980e+11
8.84706e+14, 1.92857e+11
1.13032e+15, 2.33952e+11
1.42624e+15, 3.00738e+11
1.82220e+15, 3.94128e+11
2.33776e+15, 6.02839e+11
2.98678e+15, 1.35691e+12
3.78441e+15, 8.83708e+12
4.79505e+15, 1.00776e+14
6.12626e+15, 4.72603e+14
7.79461e+15, 1.08451e+15
9.87620e+15, 1.86266e+15
