1.00000e+14, 7.63045e+10
1.20047e+14, 7.93102e+10
1.42921e+14, 7.93102e+10
1.70153e+14, 7.93102e+10
2.02573e+14, 8.08571e+10
2.41172e+14, 8.08571e+10
2.85935e+14, 8.08571e+10
3.41833e+14, 8.24342e+10
4.06966e+14, 8.24342e+10
5.76828e+14, 8.24342e+10
6.86736e+14, 8.40421e+10
8.20989e+14, 8.24342e+10
9.69336e+14, 8.40421e+10
1.16366e+15, 8.56813e+10
1.38538e+15, 8.73525e+10
1.64935e+15, 8.90563e+10
1.97179e+15, 9.25642e+10
2.32808e+15, 9.80868e+10
2.77167e+15, 1.03939e+11
3.31351e+15, 1.18988e+11
3.89603e+15, 1.38873e+11
4.61916e+15, 1.65242e+11
5.43121e+15, 2.25086e+11
6.35955e+15, 3.18681e+11
7.38499e+15, 4.87438e+11
8.43450e+15, 8.21163e+11
9.51391e+15, 1.43787e+12
9.95856e+15, 1.88438e+12
